call_number_id,facets
Lewis E M 67:18,Illumination|Fragment
Lewis E M 67:19,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:20,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:21,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:22,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:23,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:24,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:25,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:26,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:27,Illumination|Song book|Musical notation|Fragment
Lewis E M 68:1,13th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 68:2,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 68:3-6,13th century|14th century|Gradual|Liturgy|Italy|Italian|Fragment
Lewis E M 68:7-9,14th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 68:10-11,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 68:12,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 68:13,15th century|Gradual|Liturgy|Italy|Italian|Fragment
Lewis E M 68:14,15th century|Antiphonary|Liturgy|Italy|Italian|Fragment
Lewis E M 68:15,Illumination|Fragment
Lewis E M 68:16,Illumination|Song book|Musical notation|Fragment
Lewis E M 68:17-18,15th century|Gradual|Liturgy|Italy|Italian|Fragment
Lewis E M 68:19,Illumination|Fragment
Lewis E M 68:20,Illumination|Fragment
Lewis E M 68:21,12th century|Bible|Biblical|Italy|Italian|Fragment
Lewis E M 68:22,15th century|Italy|Italian|Antiphonary|Liturgy|Fragment
Lewis E M 69:1,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:2-5,13th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:6-8,13th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:9,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:10,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:11,13th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:12-13,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:14,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:15-17,13th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:18,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:19-20,16th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 69:21,16th century|Italy|Italian|Legal|Illustration|Fragment
Lewis E M 69:22,16th century|Italy|Italian|Legal|Illustration|Fragment
Lewis E M 70:1,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 70:2,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 70:3,15th century|Song book|Musical notation|Psalter|Bible|Biblical|Italy|Italian|Historiated initial|Fragment
Lewis E M 70:4,15th century|Antiphonary|Liturgy|Italy|Italian|Fragment
Lewis E M 70:5-8,15th century|Song book|Musical notation|Psalter|Bible|Biblical|Italy|Italian|Historiated initial|Hymnal|Fragment
Lewis E M 70:9-11,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 70:12-16,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:1A-C,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:2,15th century|Song book|Musical notation|Psalter|Bible|Biblical|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:3,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:4,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:5,15th century|Song book|Musical notation|Psalter|Bible|Biblical|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:6-7,15th century|Song book|Musical notation|Psalter|Bible|Biblical|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:8-9,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:10-13,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 71:14-15,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:1,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:2,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:3,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:4-10,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:11A,16th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Antiphonary|Fragment
Lewis E M 72:11B,16th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Antiphonary|Fragment
Lewis E M 72:12,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:13-14,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:15-16,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:17-21,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 72:17,Illumination|Song book|Musical notation|Fragment
Lewis E M 72:22,15th century|Antiphonary|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 72:23-24,15th century|Hymnal|Liturgy|Illumination|Illustration|Italy|Italian|Fragment
Lewis E M 73:1-4,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Antiphonary|Fragment
Lewis E M 73:5,16th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 73:6,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 73:7-9,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 73:10-13,13th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 73:14,13th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 73:15-20,13th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:1,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:2-3,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:4-7,13th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:7A,13th century|14th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 74:8,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 74:9,15th century|Song book|Musical notation|Gradual|Liturgy|Psalter|Bible|Biblical|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 74:10,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 74:11,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 74:12-13,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:14,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:15,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:16,15th century|16th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 74:17,15th century|Illustration|Italy|Italian|Fragment
Lewis E M 74:18,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Antiphonary|Fragment
Lewis E M 74:19,Illumination|Fragment
Lewis E M 75:1,16th century|Antiphonary|Liturgy|Poland|Polish|Fragment
Lewis E M 75:2,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 75:3,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 75:4,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 75:5,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 75:6,18th century|Spanish|Spain|Devotion|Fragment
Lewis E M 75:7,18th century|Spanish|Spain|Devotion|Fragment
Lewis E M 75:8,19th century|Spanish|Spain|Devotion|Fragment
Lewis E M 75:9,Illumination|Fragment
Lewis E M 75:10,Illumination|Fragment
Lewis E M 75:11,Illustration|Fragment
Lewis E M 75:12,19th century|20th century|Illustration|Fragment
Lewis E M 75:13,Illustration|Fragment
Lewis E M 75:14,Illumination|Song book|Musical notation|Fragment
Lewis E M 75:15,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 75:16,Illumination|Song book|Musical notation|Fragment
Lewis E M 75:17,Illumination|Song book|Musical notation|Fragment
Lewis E M 76:1-2,13th century|14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:3-4,14th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:5,14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:6,14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:7-12,14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Gradual|Fragment
Lewis E M 76:13,14th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:14,14th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:15,14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:16,14th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:17,14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:18,14th century|Gradual|Liturgy|Italy|Italian|Fragment
Lewis E M 76:19-21,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:22,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:23,15th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:24,16th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:25,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:26,15th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:27,15th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:28-29,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:29A,15th century|Song book|Musical notation|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:30-35,15th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:36,15th century|Psalter|Bible|Biblical|Italy|Italian|Fragment
Lewis E M 76:37-38,15th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 76:39-40,16th century|Gradual|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 76:41,15th century|Missal|Liturgy|Italy|Italian|Illumination|Illustration|Gradual|Fragment
Lewis E M 76:42-44,15th century|Italy|Italian|Antiphonary|Liturgy|Fragment
Lewis E M 76:45,15th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Illustration|Fragment
Lewis E M 76:46,16th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Illustration|Fragment
Lewis E M 76:47,15th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Illustration|Fragment
Lewis E M 76:48,15th century|Psalter|Bible|Biblical|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 76:49-54,16th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 76:55,Illumination|Fragment
Lewis E M 76:56,Song book|Musical notation|Illumination|Fragment
Lewis E M 76:57,Illumination|Fragment
Lewis E M 77:1,Illumination|Fragment
Lewis E M 77:2,Illumination|Fragment
Lewis E M 77:3,Illumination|Fragment
Lewis E M 77:4,Illumination|Fragment
Lewis E M 77:5,Illumination|Fragment
Lewis E M 77:6,Illumination|Fragment
Lewis E M 77:7,Illumination|Fragment
Lewis E M 77:8,Illumination|Fragment
Lewis E M 77:9,Illumination|Fragment
Lewis E M 77:10,Illumination|Fragment
Lewis E M 77:11,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:12,Illumination|Fragment
Lewis E M 77:13,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:14,Illumination|Fragment
Lewis E M 77:15,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:16,Illumination|Fragment
Lewis E M 77:17,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:18,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:19,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:20,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:21,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:22,Illumination|Fragment
Lewis E M 77:23,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:24,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:25,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:26,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:27,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:28,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:29,Song book|Musical notation|Illumination|Fragment
Lewis E M 77:30,Song book|Musical notation|Illumination|Fragment
Lewis Add 1,Song book|Musical notation|Fragment
Lewis Add 2,Song book|Musical notation|Fragment
Lewis Add 3,Song book|Musical notation|Fragment
Lewis Add 4,Italy|Italian|Missal|Liturgy|Fragment
Lewis T1,Bible|Biblical|Fragment
Lewis T2,Glossary|Bible|Biblical|Fragment
Lewis T3,Bible|Biblical|Fragment
Lewis T4,Bible|Biblical|Commentary|Fragment
Lewis T5,Bible|Biblical|Commentary|Fragment
Lewis T6,Bible|Biblical|Commentary|Gloss|Fragment
Lewis T7,Bible|Biblical|Fragment
Lewis T8,Bible|Biblical|Fragment
Lewis T9,Bible|Biblical|Fragment
Lewis T10,Bible|Biblical|Fragment
Lewis T11,Bible|Biblical|Fragment
Lewis T12,Bible|Biblical|Fragment
Lewis T13,Bible|Biblical|Fragment
Lewis T14,Bible|Biblical|Fragment
Lewis T15,Bible|Biblical|Fragment
Lewis T16,Bible|Biblical|Fragment
Lewis T17,Bible|Biblical|Fragment
Lewis T18,Bible|Biblical|Commentary|Fragment
Lewis T19,Bible|Biblical|Fragment
Lewis T20,Bible|Biblical|Commentary|Fragment
Lewis T21,Bible|Biblical|Fragment
Lewis T22,Gospels|Fragment
Lewis T23,Gospels|Fragment
Lewis T24,Gospels|Fragment
Lewis T25,Gospels|Fragment
Lewis T26,Gospels|Fragment
Lewis T27,Gospels|Fragment
Lewis T28,Gospels|Fragment
Lewis T29,Gospels|Fragment
Lewis T30,Philosophy|Science|Fragment
Lewis T31,Bible|Biblical|Commentary|Fragment
Lewis T32,Gospels|Collection of Sermons|Fragment
Lewis T33,Bible|Biblical|Commentary|Fragment
Lewis T34,Bible|Biblical|Commentary|Fragment
Lewis T35,Gospels|Collection of Sermons|Commentary|Fragment
Lewis T36,Commentary|Devotion|Fragment
Lewis T37,Gospels|Commentary|Fragment
Lewis T38,Gospels|Commentary|Fragment
Lewis T39,Antiphonary|Liturgy|Fragment
Lewis T40,Antiphonary|Liturgy|Fragment
Lewis T42,Antiphonary|Liturgy|Fragment
Lewis T43,Antiphonary|Liturgy|Fragment
Lewis T44,Antiphonary|Liturgy|Fragment
Lewis T45,Antiphonary|Liturgy|Fragment
Lewis T46,Antiphonary|Liturgy|Fragment
Lewis T47,Breviary|Liturgy|Fragment
Lewis T48,Breviary|Liturgy|Fragment
Lewis T49,Breviary|Liturgy|Fragment
Lewis T50,Legal|Christian|Fragment
Lewis T51,Breviary|Liturgy|Fragment
Lewis T52,Breviary|Liturgy|Fragment
Lewis T53,Breviary|Liturgy|Fragment
Lewis T54,Breviary|Liturgy|Fragment
Lewis T55,Breviary|Liturgy|Fragment
Lewis T56,Breviary|Liturgy|Fragment
Lewis T57,Breviary|Liturgy|Fragment
Lewis T58,Breviary|Liturgy|Fragment
Lewis T59,Breviary|Liturgy|Fragment
Lewis T60,Breviary|Liturgy|Fragment
Lewis T61,Breviary|Liturgy|Fragment
Lewis T62,Breviary|Liturgy|Fragment
Lewis T63,Breviary|Liturgy|Fragment
Lewis T64,Breviary|Liturgy|Fragment
Lewis T65,Breviary|Liturgy|Fragment
Lewis T66,Breviary|Liturgy|Fragment
Lewis T67,Breviary|Liturgy|Fragment
Lewis T68,Gradual|Liturgy|Fragment
Lewis T69,Prayer book|Devotion|Fragment
Lewis T70,Gradual|Liturgy|Missal|Fragment
Lewis T71,Gradual|Liturgy|Fragment
Lewis T72,Gradual|Liturgy|Fragment
Lewis T73,Lectionary|Scripture|Liturgy|Fragment
Lewis T74,Missal|Gospels|Liturgy|Fragment
Lewis T75,Lectionary|Scripture|Liturgy|Fragment
Lewis T76,Lectionary|Scripture|Liturgy|Fragment
Lewis T77,Lectionary|Scripture|Liturgy|Collection of Sermons|Fragment
Lewis T78a,Lectionary|Gospels|Liturgy|Collection of Sermons|Fragment
Lewis T78b,Lectionary|Gospels|Liturgy|Collection of Sermons|Fragment
Lewis T79,Lectionary|Bible|Biblical|Liturgy|Collection of Sermons|Fragment
Lewis T80,Christian|Fragment
Lewis T81,Document|Fragment
Lewis T82,Missal|Liturgy|Fragment
Lewis T83,Missal|Liturgy|Fragment
Lewis T84,Missal|Liturgy|Fragment
Lewis T86,Missal|Liturgy|Fragment
Lewis T87,Missal|Liturgy|Fragment
Lewis T88,Missal|Liturgy|Fragment
Lewis T89,Missal|Liturgy|Fragment
Lewis T90,Missal|Liturgy|Fragment
Lewis T91,Missal|Liturgy|Fragment
Lewis T92,Missal|Liturgy|Fragment
Lewis T93,Missal|Liturgy|Fragment
Lewis T94,Missal|Liturgy|Fragment
Lewis T95,Missal|Liturgy|Fragment
Lewis T96,Missal|Liturgy|Fragment
Lewis T97,Missal|Liturgy|Fragment
Lewis T98,Missal|Liturgy|Fragment
Lewis T99,Missal|Liturgy|Fragment
Lewis T100,Treatise|Theology|Christian|Fragment
Lewis T101,Missal|Liturgy|Fragment
Lewis T102,Missal|Liturgy|Fragment
Lewis T103,Missal|Liturgy|Fragment
Lewis T104,Missal|Liturgy|Fragment
Lewis T105a,Missal|Liturgy|Fragment
Lewis T105b,Missal|Liturgy|Fragment
Lewis T106,Missal|Liturgy|Fragment
Lewis T107,Missal|Liturgy|Fragment
Lewis T108,Missal|Liturgy|Fragment
Lewis T109,Mass book|Liturgy|Fragment
Lewis T110,Mass book|Liturgy|Fragment
Lewis T111,Missal|Liturgy|Fragment
Lewis T112,Hymnal|Liturgy|Fragment
Lewis T113,Gradual|Liturgy|Processional|Fragment
Lewis T114,Tables|Fragment
Lewis T115,Lectionary|Biblical|Liturgy|Fragment
Lewis T116,Book of Hours|Devotion|Fragment
Lewis T117,Book of Hours|Devotion|Fragment
Lewis T118,Book of Hours|Devotion|Fragment
Lewis T119,Book of Hours|Devotion|Fragment
Lewis T120,Book of Hours|Devotion|Fragment
Lewis T121,9th century|English|England|Literature -- Prose|Treatise|Saint's Life|Christian|Theology|Fragment
Lewis T126,Treatise|Christian|Liturgy|Theology|Fragment
Lewis T127,Treatise|Theology|Christian|Fragment
Lewis T128,Treatise|Theology|Christian|Fragment
Lewis T129,Glossary|Christian|Fragment
Lewis T130,Treatise|Theology|Christian|Fragment
Lewis T131,Treatise|Theology|Christian|Fragment
Lewis T132,Treatise|Theology|Christian|Fragment
Lewis T133,Grammar|Commentary|Fragment
Lewis T134,Treatise|Theology|Christian|Fragment
Lewis T135,Theology|Christian|Fragment
Lewis T136,Grammar|Treatise|Logic|Fragment
Lewis T137,Theology|Fragment
Lewis T138,Theology|Fragment
Lewis T139,Theology|Fragment
Lewis T140,Treatise|Theology|Christian|Fragment
Lewis T141,Collection of Sermons|Christian|Fragment
Lewis T142,Collection of Sermons|Christian|Fragment
Lewis T143,Collection of Sermons|Christian|Fragment
Lewis T144,Christian|Literature -- Prose|Saint's Life|Fragment
Lewis T145,Christian|Literature -- Prose|Saint's Life|Fragment
Lewis T146,Christian|Literature -- Prose|Saint's Life|Fragment
Lewis T147,Christian|Literature -- Prose|Saint's Life|Fragment
Lewis T148,Legal|Christian|Fragment
Lewis T149,Treatise|Theology|Christian|Fragment
Lewis T150,Legal|Christian|Fragment
Lewis T122,12th century|English|England|Saint's Life|Fragment
Lewis T123,14th century|French|France|Saint's Life|Fragment
Lewis T124,12th century|Treatise|Theology|Christian|Fragment
Lewis T125,12th century|Treatise|Theology|Christian|Fragment
Lewis T151,Commentary|Legal|Christian|Fragment
Lewis T152,Commentary|Legal|Christian|Fragment
Lewis T153,Legal|Christian|Treatise|Fragment
Lewis T154,Treatise|Logic|Fragment
Lewis T155,Legal|Christian|Fragment
Lewis T156,Commentary|Annotated|Fragment
Lewis T157,Legal|Christian|Commentary|Fragment
Lewis T158,Legal|Christian|Fragment
Lewis T159,Legal|Christian|Commentary|Fragment
Lewis T160,Legal|Fragment
Lewis T161,9th century|Legal|Italian|Italy|Fragment
Lewis T162,Legal|Fragment
Lewis T163,Legal|Fragment
Lewis T164,Fragment|Paper|Science -- Medicine
Lewis T165,Fragment|French|France|Binding
Lewis T166,Legal|Fragment|Commentary|Annotated
Lewis T167,Fragment
Lewis T168,Philosophy|Treatise|Science|Fragment
Lewis T169,Treatise|Legal|Fragment
Lewis T170,Legal|Commentary|Fragment
Lewis T171,Legal|Commentary|Fragment
Lewis T172,Legal|Commentary|Fragment
Lewis T173,Charter|Fragment
Lewis T174,Science -- Medicine|Treatise|Fragment
Lewis T175,Logic|Fragment
Lewis T176,Logic|Treatise|Fragment
Lewis T177,Treatise|Philosophy|Fragment
Lewis T178,Treatise|Philosophy|Fragment
Lewis T179,Treatise|Philosophy|Fragment
Lewis T180,Treatise|Philosophy|Fragment
Lewis T181,Treatise|Philosophy|Logic|Theology|Fragment
Lewis T182,Literature -- Poetry|Italian|Fragment
Lewis T183,Literature -- Poetry|Italian|Fragment
Lewis T184,Literature -- Poetry|Italian|Fragment
Lewis T185,Literature -- Poetry|Italian|Fragment
Lewis T186,Literature -- Poetry|Italian|Fragment
Lewis T187,Literature -- Poetry|French|Fragment
Lewis T188,Treatise|Philosophy|Theology|Italian|Fragment
Lewis T189,Treatise|Philosophy|Theology|Italian|Fragment
Lewis T190,Biblical|Scripture|Fragment
Lewis T191,Commentary|Literature -- Prose|History|Fragment
Lewis T192,Literature -- Poetry|Fragment
Lewis T193,Literature -- Poetry|Fragment
Lewis T194,Literature -- Poetry|Theology|Fragment
Lewis T195,9th century|10th century|French|France|History|Fragment
Lewis T196,History|English|Fragment
Lewis T197,Mathematics|Astronomy|Christian|Fragment
Lewis T198,Mathematics|Astronomy|Christian|Fragment
Lewis T199,?|Fragment
Lewis T200,Grammar|Treatise|Fragment
Lewis T201,Grammar|Treatise|Fragment
Lewis T202,Grammar|Treatise|Fragment
Lewis T203,Grammar|Treatise|Fragment
Lewis T204,14th century|Italian|Germany|Grammar|Dictionary|Fragment
Lewis T205,13th century|Glossary|Fragment
Lewis T206,15th century|Germany|German|Fragment
Lewis T207,12th century|13th century|Charter|England|English|Fragment
Lewis T208,12th century|13th century|Charter|England|English|Fragment
Lewis T209,13th century|Charter|England|English|Fragment
Lewis T210,13th century|Charter|England|English|Fragment
Lewis T211,14th century|Charter|England|English|Fragment
Lewis T212,13th century|Charter|Fragment
Lewis T213,14th century|Charter|Fragment
Lewis T214,13th century|Charter|England|English|Fragment
Lewis T215,13th century|Charter|England|English|Fragment
Lewis T216,13th century|Charter|England|English|Fragment
Lewis T217,Charter|Fragment
Lewis T218,13th century|Charter|England|English|Fragment
Lewis T219,13th century|14th century|Charter|England|English|Fragment
Lewis T220,14th century|Charter|England|English|Fragment
Lewis T221,14th century|Charter|England|English|Fragment
Lewis T222,14th century|Charter|England|English|Fragment
Lewis T223,13th century|Charter|England|English|Fragment
Lewis T224,14th century|Charter|England|English|Fragment
Lewis T225,14th century|Charter|England|English|Fragment
Lewis T226,14th century|Charter|England|English|Fragment
Lewis T227,14th century|Charter|England|English|Fragment
Lewis T228,13th century|Charter|Fragment
Lewis T229,14th century|Charter|England|English|Fragment
Lewis T230,Charter|Fragment
Lewis T231,14th century|Charter|Fragment
Lewis T232,14th century|Charter|England|English|Fragment
Lewis T233,14th century|Charter|England|English|Fragment
Lewis T234,14th century|Charter|England|English|Fragment
Lewis T235,15th century|Charter|England|English|Fragment
Lewis T236,15th century|Charter|England|English|Fragment
Lewis T237,15th century|Charter|England|English|Fragment
Lewis T238,14th century|Charter|England|English|Fragment
Lewis T240,16th century|England|English|Legal|Fragment
Lewis T241,17th century|England|English|Legal|Fragment
Lewis T242,17th century|England|English|Legal|Fragment
Lewis T243,17th century|England|English|Legal|Fragment
Lewis T244,17th century|England|English|Legal|Fragment
Lewis T245,16th century|England|English|Legal|Fragment
Lewis T246,17th century|England|English|Legal|Fragment
Lewis T247,17th century|England|English|Legal|Fragment
Lewis T248,17th century|England|English|Legal|Fragment
Lewis T249,England|English|Legal|Fragment
Lewis T250,England|English|Legal|Fragment
Lewis T251,England|English|Legal|Fragment
Lewis T252,17th century|England|English|Legal|Fragment
Lewis T253,England|English|Legal|Fragment
Lewis T254,England|English|Legal|Fragment
Lewis T255,England|English|Legal|Fragment
Lewis T256,England|English|Legal|Fragment
Lewis T257,17th century|England|English|Legal|Fragment
Lewis T258,England|English|Legal|Fragment
Lewis T259,England|English|Legal|Fragment
Lewis T260,England|English|Legal|Fragment
Lewis T261,England|English|Legal|Fragment
Lewis T262,England|English|Legal|Fragment
Lewis T263,England|English|Legal|Fragment
Lewis T264,England|English|Legal|Fragment
Lewis T265,17th century|England|English|Legal|Fragment
Lewis T266,17th century|England|English|Legal|Fragment
Lewis T267,England|English|Legal|Fragment
Lewis T268,England|English|Legal|Fragment
Lewis T269,England|English|Legal|Document|Fragment
Lewis T270,England|English|Legal|Document|Fragment
Lewis T271,England|English|Legal|Fragment
Lewis T272,England|English|Legal|Fragment
Lewis T273,England|English|Legal|Fragment
Lewis T274,England|English|Legal|Fragment
Lewis T275,Document|England|English|Fragment
Lewis T276,Document|England|English|Fragment
Lewis T277,Document|French|France|Fragment
Lewis T278,Document|German|Germany|Fragment
Lewis T449,Koran|Islamic|Fragment
Lewis T450,Koran|Islamic|Fragment
Lewis T451,Armenian|Fragment
Lewis T452,Coptic|Egypt|Fragment
Lewis T453,Coptic|Egypt|Fragment
Lewis T454,Coptic|Egypt|Fragment
Lewis T455,Coptic|Egypt|Fragment
Lewis T456,Coptic|Egypt|Fragment
Lewis T457,Coptic|Egypt|Fragment
Lewis T458,17th century|Charter|England|English|Fragment
Lewis T459,16th century|Charter|England|English|Fragment
Lewis T460,14th century|Charter|England|English|Fragment
Lewis T461,Book of Hours|Devotion|French|Fragment
Lewis T462,13th century|Charter|French|France|Fragment
Lewis T463,13th century|French|France|Fragment
Lewis T464,13th century|Charter|French|France|Fragment
Lewis T465,13th century|Charter|French|France|Fragment
Lewis T469,Greek|Fragment
Lewis T470,Greek|Fragment
