folder_base,image files
lewis_t488,mcat154881.tif|mcat154882.tif|mcat154883.tif|mcat154884.tif
lewis_t489,mcat154891.tif|mcat154892.tif
lewis_t490,mcat154901.tif|mcat154902.tif
lewis_t491,mcat154911.tif|mcat154912.tif
lewis_t492,mcat154921.tif|mcat154922.tif
lewis_t493,mcat154931.tif|mcat154932.tif
lewis_t494,mcat154941.tif|mcat154942.tif
lewis_t506,mcat155061.tif|mcat155062.tif|mcat155063.tif|mcat155064.tif
lewis_t507,mcat155071.tif|mcat155072.tif|mcat155073.tif|mcat155074.tif
lewis_t508,mcat155081.tif|mcat155082.tif
lewis_t509,mcat155091.tif|mcat155092.tif
lewis_t510,mcat155101.tif|mcat155102.tif|mcat155103.tif|mcat155104.tif
lewis_t511,mcat155111.tif|mcat155112.tif
lewis_t329,mcat163291.tif|mcat163292.tif
lewis_t329a,mcat163293.tif|mcat163294.tif
lewis_t411,mcat164111.tif|mcat164112.tif
lewis_t412,mcat164121.tif|mcat164122.tif
lewis_t413,mcat164131.tif|mcat164132.tif|mcat164133.tif|mcat164134.tif
lewis_t414,mcat164141.tif|mcat164142.tif
lewis_t415,mcat164151.tif|mcat164152.tif
lewis_t416,mcat164161.tif|mcat164162.tif
lewis_t417,mcat164171.tif|mcat164172.tif
lewis_t418,mcat164181.tif|mcat164182.tif
lewis_t419,mcat164191.tif|mcat164192.tif
lewis_t420,mcat164201.tif|mcat164202.tif
lewis_t421,mcat164211.tif|mcat164212.tif
lewis_t422,mcat164221.tif|mcat164222.tif
lewis_t423,mcat164231.tif|mcat164232.tif
lewis_t424,mcat164241.tif|mcat164242.tif
lewis_t425,mcat164251.tif|mcat164252.tif
lewis_t426,mcat164261.tif|mcat164262.tif
lewis_t427,mcat164271.tif|mcat164272.tif
lewis_t428,mcat164281.tif|mcat164282.tif
lewis_t429,mcat164291.tif|mcat164292.tif
lewis_t430,mcat164301.tif|mcat164302.tif
lewis_t431,mcat164311.tif|mcat164312.tif
lewis_t432,mcat164321.tif|mcat164322.tif
lewis_t433,mcat164331.tif|mcat164332.tif
lewis_t434,mcat164341.tif|mcat164342.tif
lewis_t435,mcat164351.tif|mcat164352.tif
lewis_t436,mcat164361.tif|mcat164362.tif
lewis_t438,mcat164381.tif|mcat164382.tif|mcat164383.tif|mcat164384.tif
lewis_t439,mcat164391.tif|mcat164392.tif
lewis_t440,mcat164401.tif|mcat164402.tif|mcat164403.tif|mcat164404.tif
lewis_t441,mcat164411.tif|mcat164412.tif
lewis_t442,mcat164421.tif|mcat164422.tif
lewis_t443,mcat164431.tif|mcat164432.tif
lewis_t444,mcat164441.tif|mcat164442.tif
lewis_t445,mcat164451.tif|mcat164452.tif
lewis_t446,mcat164461.tif|mcat164462.tif
lewis_t447,mcat164471.tif|mcat164472.tif
lewis_t437,mcat164671.tif|mcat164672.tif
lewis_t618,mcat174491.tif|mcat174492.tif
lewis_t619,mcat174501.tif|mcat174502.tif
lewis_t620,mcat174511.tif|mcat174512.tif
lewis_t621,mcat174521.tif|mcat174522.tif
lewis_t622,mcat174531.tif|mcat174532.tif
lewis_t623,mcat174541.tif|mcat174542.tif
lewis_t624,mcat174551.tif|mcat174552.tif
lewis_t625,mcat174561.tif|mcat174562.tif
lewis_t626,mcat174571.tif|mcat174572.tif
lewis_t627,mcat174581.tif|mcat174582.tif
lewis_t628,mcat174591.tif|mcat174592.tif
lewis_t629,mcat174601.tif|mcat174602.tif
lewis_t630,mcat174611.tif|mcat174612.tif
lewis_t631,mcat174621.tif|mcat174622.tif
lewis_t632,mcat174631.tif|mcat174632.tif
lewis_t633,mcat174641.tif|mcat174642.tif
lewis_t634,mcat174651.tif|mcat174652.tif
lewis_t635,mcat174661.tif|mcat174662.tif
lewis_t636,mcat174671.tif|mcat174672.tif
lewis_t637,mcat174681.tif|mcat174682.tif
lewis_t638,mcat174691.tif|mcat174692.tif
lewis_t639,mcat174701.tif|mcat174702.tif
lewis_t640,mcat174711.tif|mcat174712.tif
lewis_t641,mcat174721.tif|mcat174722.tif
lewis_t642,mcat174731.tif|mcat174732.tif
lewis_t643,mcat174741.tif|mcat174742.tif
lewis_t644,mcat174751.tif|mcat174752.tif
lewis_t645,mcat174761.tif|mcat174762.tif
lewis_t646,mcat174771.tif|mcat174772.tif
lewis_t647,mcat174781.tif|mcat174782.tif
lewis_t648,mcat174791.tif|mcat174792.tif
lewis_t649,mcat174801.tif|mcat174802.tif
lewis_t650,mcat174811.tif|mcat174812.tif
lewis_t651,mcat174821.tif|mcat174822.tif
lewis_t652,mcat174831.tif|mcat174832.tif
lewis_t653,mcat174841.tif|mcat174842.tif
lewis_t654,mcat174851.tif|mcat174852.tif
lewis_t655,mcat174861.tif|mcat174862.tif
lewis_t656,mcat174871.tif|mcat174872.tif
lewis_t657,mcat174881.tif|mcat174882.tif
lewis_t658,mcat184891.tif|mcat184892.tif|mcat184893.tif|mcat184894.tif
lewis_t659,mcat184901.tif|mcat184902.tif
lewis_t660,mcat184911.tif|mcat184912.tif|mcat184913.tif|mcat184914.tif|mcat184915.tif|mcat184916.tif
lewis_t661,mcat184921.tif|mcat184922.tif|mcat184923.tif|mcat184924.tif|mcat184925.tif|mcat184926.tif
lewis_t662,mcat184931.tif|mcat184932.tif
lewis_t663,mcat184941.tif|mcat184942.tif
lewis_t664,mcat184951.tif|mcat184952.tif|mcat184953.tif|mcat184954.tif|mcat184955.tif|mcat184956.tif|mcat184957.tif|mcat184958.tif
lewis_t665,mcat18496a.tif|mcat18496b.tif|mcat18496c.tif|mcat18496d.tif|mcat18496e.tif|mcat18496f.tif|mcat18496g.tif|mcat18496h.tif|mcat18496i.tif|mcat18496j.tif|mcat18496k.tif|mcat18496l.tif|mcat18496m.tif|mcat18496n.tif
lewis_t666,mcat184971.tif|mcat184972.tif|mcat184973.tif|mcat184974.tif|mcat184975.tif|mcat184976.tif|mcat184977.tif|mcat184978.tif
lewis_t667,mcat184981.tif|mcat184982.tif|mcat184983.tif|mcat184984.tif|mcat184985.tif|mcat184986.tif|mcat184987.tif|mcat184988.tif
lewis_t668,mcat184991.tif|mcat184992.tif|mcat184993.tif|mcat184994.tif
lewis_t669,mcat185001.tif|mcat185002.tif|mcat185003.tif|mcat185004.tif
lewis_t670,mcat185011.tif|mcat185012.tif
lewis_t671,mcat185021.tif|mcat185022.tif|mcat185023.tif
lewis_t672,mcat185031.tif|mcat185032.tif
lewis_t673,mcat185041.tif|mcat185042.tif
lewis_t674,mcat185051.tif|mcat185052.tif
lewis_t675,mcat185061.tif|mcat185062.tif
lewis_t676,mcat185071.tif|mcat185072.tif|mcat185073.tif
lewis_t677,mcat185081.tif|mcat185082.tif
lewis_t678,mcat185091.tif
lewis_t679,mcat185101.tif
lewis_t680,mcat185111.tif
lewis_t512,mcat185121.tif
lewis_t513,mcat185131.tif
lewis_t514,mcat185141.tif
lewis_t515,mcat185151.tif
lewis_t516,mcat185161.tif
lewis_t517,mcat185171.tif
lewis_t518,mcat185181.tif|mcat185182.tif
lewis_t519,mcat185191.tif|mcat185192.tif
lewis_t520,mcat185201.tif|mcat185202.tif
lewis_t521,mcat185211.tif|mcat185212.tif
lewis_t522,mcat185221.tif|mcat185222.tif
lewis_t523,mcat185231.tif|mcat185232.tif
lewis_t524,mcat185241.tif|mcat185242.tif
lewis_t525,mcat185251.tif|mcat185252.tif
lewis_t466,mcat194661.tif|mcat194662.tif
lewis_t467,mcat194671.tif
lewis_t468,mcat194681.tif
lewis_t526,mcat195261.tif|mcat195262.tif
lewis_t527,mcat195271.tif|mcat195272.tif
lewis_t528,mcat195281.tif|mcat195282.tif
lewis_t529,mcat195291.tif|mcat195292.tif
lewis_t530,mcat195301.tif|mcat195302.tif
lewis_t531,mcat195311.tif|mcat195312.tif
lewis_t532,mcat195321.tif|mcat195322.tif
lewis_t533,mcat195331.tif|mcat195332.tif
lewis_t534,mcat195341.tif|mcat195342.tif
lewis_t535,mcat195351.tif|mcat195352.tif
lewis_t536,mcat195361.tif|mcat195362.tif
lewis_t537,mcat195371.tif|mcat195372.tif
lewis_t538,mcat195381.tif|mcat195382.tif
lewis_t539,mcat195391.tif|mcat195392.tif
lewis_t540,mcat195401.tif|mcat195402.tif
lewis_t541,mcat195411.tif|mcat195412.tif
lewis_t542,mcat195421.tif|mcat195422.tif
lewis_t543,mcat195431.tif|mcat195432.tif
lewis_t544,mcat195441.tif|mcat195442.tif
lewis_t545,mcat195451.tif|mcat195452.tif
lewis_t546,mcat195461.tif|mcat195462.tif
lewis_t547,mcat195471.tif|mcat195472.tif
lewis_t548,mcat195481.tif|mcat195482.tif
lewis_t549,mcat195491.tif|mcat195492.tif
lewis_t550,mcat195501.tif|mcat195502.tif
lewis_t551,mcat195511.tif|mcat195512.tif
lewis_t552,mcat195521.tif|mcat195522.tif
lewis_t553,mcat195531.tif|mcat195532.tif
lewis_t554,mcat195541.tif|mcat195542.tif
lewis_t555,mcat205551.tif|mcat205552.tif
lewis_t556,mcat205561.tif|mcat205562.tif
lewis_t557,mcat205571.tif|mcat205572.tif
lewis_t558,mcat205581.tif|mcat205582.tif
lewis_t559,mcat205591.tif|mcat205592.tif|mcat205593.tif|mcat205594.tif
lewis_t560,mcat205601.tif|mcat205602.tif|mcat205603.tif|mcat205604.tif
lewis_t561,mcat205611.tif|mcat205612.tif|mcat205613.tif|mcat205614.tif
lewis_t562,mcat205621.tif|mcat205622.tif|mcat205623.tif|mcat205624.tif
lewis_t563,mcat205631.tif|mcat205632.tif
lewis_t564,mcat205641.tif|mcat205642.tif
lewis_t565,mcat205651.tif|mcat205652.tif
lewis_t566,mcat205661.tif|mcat205662.tif
lewis_t567,mcat205671.tif|mcat205672.tif
lewis_t572,mcat205721.tif|mcat205722.tif
lewis_t568,mcat215681.tif|mcat215682.tif
lewis_t569,mcat215691.tif|mcat215692.tif
lewis_t570,mcat215701.tif|mcat215702.tif|mcat215703.tif|mcat215704.tif
lewis_t571,mcat215711.tif|mcat215712.tif
lewis_t573,mcat215731.tif|mcat215732.tif
lewis_t574,mcat215741.tif|mcat215742.tif
lewis_t575,mcat215751.tif|mcat215752.tif|mcat215753.tif|mcat215754.tif
lewis_t576,mcat215761.tif|mcat215762.tif|mcat215763.tif|mcat215764.tif|mcat215765.tif|mcat215766.tif|mcat21576a.tif|mcat21576b.tif|mcat21576c.tif|mcat21576d.tif|mcat21576e.tif|mcat21576f.tif|mcat21576g.tif|mcat21576h.tif|mcat21576i.tif|mcat21576j.tif|mcat21576k.tif|mcat21576l.tif|mcat21576m.tif|mcat21576n.tif|mcat21576o.tif|mcat21576p.tif|mcat21576q.tif|mcat21576r.tif|mcat21576s.tif|mcat21576t.tif|mcat21576u.tif|mcat21576v.tif|mcat21576w.tif|mcat21576x.tif|mcat21576y.tif|mcat21576z.tif
lewis_t577,mcat215771.tif|mcat215772.tif
lewis_t578,mcat215781.tif|mcat215782.tif
