folder_base,image files
lewis_e_m_047_003,mcai470031.tif|mcai470032.tif
lewis_e_m_047_003a,mcai470033.tif|mcai470034.tif
lewis_e_m_047_004,mcai470041.tif|mcai470042.tif
lewis_e_m_047_005,mcai470051.tif|mcai470052.tif
lewis_e_m_047_006,mcai470061.tif|mcai470062.tif
lewis_e_m_047_007,mcai470071.tif
lewis_e_m_047_008,mcai470081.tif
lewis_e_m_047_009,mcai470091.tif
lewis_e_m_047_010,mcai470101.tif
lewis_e_m_047_011,mcai470111.tif|mcai470112.tif
lewis_e_m_047_011a,mcai470113.tif|mcai470114.tif
lewis_e_m_047_012-015,mcai470121.tif|mcai470122.tif|mcai470131.tif|mcai470132.tif|mcai470141.tif|mcai470142.tif|mcai470151.tif|mcai470152.tif
lewis_e_m_047_015,mcai470153.tif
lewis_e_m_047_016,mcai470161.tif
lewis_e_m_047_017,mcai470171.tif|mcai470172.tif
lewis_e_m_047_018-020,mcai470181.tif|mcai470182.tif|mcai470191.tif|mcai470192.tif|mcai470201.tif|mcai470202.tif
lewis_e_m_047_021-022,mcai470211.tif|mcai470212.tif|mcai470221.tif|mcai470222.tif
lewis_e_m_048_001,mcai480011.tif|mcai480012.tif
lewis_e_m_048_002,mcai480021.tif|mcai480022.tif
lewis_e_m_048_003,mcai480031.tif|mcai480032.tif
lewis_e_m_048_003a,mcai480033.tif
lewis_e_m_048_004,mcai480041.tif|mcai480042.tif
lewis_e_m_048_005,mcai480051.tif|mcai480052.tif
lewis_e_m_048_006,mcai480061.tif|mcai480062.tif
lewis_e_m_048_007,mcai480071.tif|mcai480072.tif
lewis_e_m_048_008,mcai480081.tif|mcai480082.tif
lewis_e_m_048_009,mcai480091.tif|mcai480092.tif
lewis_e_m_048_010a-e,mcai480101.tif|mcai480102.tif|mcai48101a.tif|mcai48101b.tif|mcai48101c.tif|mcai48101d.tif|mcai48101e.tif|mcai48102a.tif|mcai48102b.tif|mcai48102c.tif|mcai48102d.tif|mcai48102e.tif
lewis_e_m_048_011,mcai480111.tif|mcai480112.tif
lewis_e_m_048_012-013,mcai480121.tif|mcai480122.tif|mcai480131.tif|mcai480132.tif
lewis_e_m_048_014,mcai480141.tif|mcai480142.tif
lewis_e_m_048_015,mcai480151.tif|mcai480152.tif
lewis_e_m_048_016,mcai480161.tif|mcai480162.tif
lewis_e_m_048_017,mcai480171.tif|mcai480172.tif
lewis_e_m_048_018-020,mcai480181.tif|mcai480182.tif|mcai480191.tif|mcai480192.tif|mcai480201.tif|mcai480202.tif
lewis_e_m_048_021,mcai480211.tif|mcai480212.tif
lewis_e_m_048_022-023,mcai480221.tif|mcai480222.tif|mcai480231.tif|mcai480232.tif
lewis_e_m_048_024,mcai480241.tif|mcai480242.tif
lewis_e_m_048_025-026,mcai480251.tif|mcai480252.tif|mcai480261.tif|mcai480262.tif
lewis_e_m_049_001,mcai490011.tif|mcai490012.tif
lewis_e_m_049_002,mcai490021.tif|mcai490022.tif
lewis_e_m_049_003,mcai490031.tif|mcai490032.tif
lewis_e_m_049_004,mcai490041.tif|mcai490042.tif
lewis_e_m_049_005,mcai490051.tif|mcai490052.tif
lewis_e_m_049_007,mcai490071.tif|mcai490072.tif
lewis_e_m_049_008,mcai490080.tif|mcai490081.tif|mcai490082.tif
lewis_e_m_049_009,mcai490091.tif|mcai490092.tif
lewis_e_m_049_010,mcai490101.tif|mcai490102.tif
lewis_e_m_049_011,mcai490111.tif|mcai490112.tif
lewis_e_m_049_012,mcai490121.tif|mcai490122.tif
lewis_e_m_050_001,mcai500011.tif|mcai500012.tif
lewis_e_m_050_002,mcai500021.tif|mcai500022.tif
lewis_e_m_050_003,mcai500031.tif|mcai500032.tif
lewis_e_m_050_004,mcai500041.tif|mcai500042.tif
lewis_e_m_050_005,mcai500051.tif|mcai500052.tif
lewis_e_m_050_006,mcai500061.tif|mcai500062.tif
lewis_e_m_050_007,mcai500071.tif|mcai500072.tif
lewis_e_m_063_001-031,mcai630011.tif|mcai630012.tif|mcai630021.tif|mcai630022.tif|mcai630031.tif|mcai630032.tif|mcai630041.tif|mcai630042.tif|mcai630051.tif|mcai630052.tif|mcai630061.tif|mcai630062.tif|mcai630071.tif|mcai630072.tif|mcai630081.tif|mcai630082.tif|mcai630091.tif|mcai630092.tif|mcai630101.tif|mcai630102.tif|mcai630111.tif|mcai630112.tif|mcai630121.tif|mcai630122.tif|mcai630131.tif|mcai630132.tif|mcai630141.tif|mcai630142.tif|mcai630151.tif|mcai630152.tif|mcai630161.tif|mcai630162.tif|mcai630171.tif|mcai630172.tif|mcai630181.tif|mcai630182.tif|mcai630191.tif|mcai630192.tif|mcai630201.tif|mcai630202.tif|mcai630211.tif|mcai630212.tif|mcai630221.tif|mcai630222.tif|mcai630231.tif|mcai630232.tif|mcai630241.tif|mcai630242.tif|mcai630251.tif|mcai630252.tif|mcai630261.tif|mcai630262.tif|mcai630271.tif|mcai630272.tif|mcai630281.tif|mcai630282.tif|mcai630291.tif|mcai630292.tif|mcai630301.tif|mcai630302.tif|mcai630311.tif|mcai630312.tif
lewis_e_m_064_001,mcai640011.tif|mcai640012.tif
lewis_e_m_064_002,mcai640021.tif|mcai640022.tif
lewis_e_m_064_003,mcai640031.tif|mcai640032.tif
lewis_e_m_064_004,mcai640041.tif|mcai640042.tif
lewis_e_m_064_005,mcai640051.tif|mcai640052.tif
lewis_e_m_064_006,mcai640061.tif|mcai640062.tif
lewis_e_m_064_007,mcai640071.tif|mcai640072.tif
lewis_e_m_064_008,mcai640081.tif|mcai640082.tif
lewis_e_m_064_009,mcai640091.tif|mcai640092.tif
lewis_e_m_064_010,mcai640101.tif|mcai640102.tif
lewis_e_m_064_011,mcai640111.tif|mcai640112.tif|mcai640113.tif|mcai640114.tif
lewis_e_m_064_012,mcai640121.tif|mcai640122.tif
lewis_e_m_064_013,mcai640131.tif|mcai640132.tif
lewis_e_m_064_014,mcai640141.tif|mcai640142.tif|mcai640143.tif|mcai640144.tif
lewis_e_m_064_015,mcai640151.tif|mcai640152.tif
lewis_e_m_064_016,mcai640161.tif|mcai640162.tif
lewis_e_m_064_017,mcai640171.tif|mcai640172.tif
lewis_e_m_064_018,mcai640181.tif|mcai640182.tif
lewis_e_m_064_019,mcai640191.tif|mcai640192.tif|mcai640193.tif|mcai640194.tif
lewis_e_m_064_020,mcai640201.tif|mcai640202.tif|mcai640203.tif|mcai640204.tif
lewis_e_m_064_021,mcai640211.tif|mcai640212.tif|mcai640213.tif|mcai640214.tif
lewis_e_m_064_022,mcai640221.tif|mcai640222.tif|mcai640223.tif|mcai640224.tif
lewis_e_m_064_023,mcai640231.tif|mcai640232.tif|mcai640233.tif|mcai640234.tif
lewis_e_m_064_024,mcai640241.tif|mcai640242.tif|mcai640243.tif|mcai640244.tif
lewis_e_m_064_025,mcai640251.tif|mcai640252.tif|mcai640253.tif|mcai640254.tif
lewis_e_m_064_026,mcai640261.tif|mcai640262.tif|mcai640263.tif|mcai640264.tif
lewis_e_m_064_027,mcai640271.tif|mcai640272.tif|mcai640273.tif|mcai640274.tif
lewis_e_m_064_028,mcai640281.tif|mcai640282.tif
lewis_e_m_065_001,mcai650011.tif|mcai650012.tif
lewis_e_m_065_002,mcai650021.tif|mcai650022.tif
lewis_e_m_065_003,mcai650031.tif|mcai650032.tif
lewis_e_m_065_004,mcai650041.tif|mcai650042.tif
lewis_e_m_065_005,mcai650051.tif|mcai650052.tif
lewis_e_m_065_006,mcai650061.tif|mcai650062.tif
lewis_e_m_065_007,mcai650071.tif|mcai650072.tif
lewis_e_m_065_008,mcai650081.tif|mcai650082.tif
lewis_e_m_065_009,mcai650091.tif|mcai650092.tif
lewis_e_m_065_010,mcai650101.tif|mcai650102.tif
lewis_e_m_065_011,mcai650111.tif|mcai650112.tif
lewis_e_m_065_012,mcai650121.tif|mcai650122.tif
lewis_e_m_065_013,mcai650131.tif|mcai650132.tif
lewis_e_m_065_014,mcai650141.tif|mcai650142.tif
lewis_e_m_065_015,mcai650151.tif|mcai650152.tif
lewis_e_m_065_016,mcai650161.tif|mcai650162.tif
lewis_e_m_065_017,mcai650171.tif|mcai650172.tif
lewis_e_m_065_018,mcai650181.tif|mcai650182.tif
lewis_e_m_065_019,mcai650191.tif|mcai650192.tif
lewis_e_m_065_020,mcai650201.tif|mcai650202.tif
lewis_e_m_065_021,mcai650211.tif|mcai650212.tif
lewis_e_m_065_022,mcai650221.tif|mcai650222.tif
lewis_e_m_065_023,mcai650231.tif|mcai650232.tif
lewis_e_m_065_024,mcai650241.tif|mcai650242.tif
lewis_e_m_065_025,mcai650251.tif|mcai650252.tif
lewis_e_m_065_026,mcai650261.tif|mcai650262.tif
lewis_e_m_065_027,mcai650271.tif|mcai650272.tif
lewis_e_m_065_028,mcai650281.tif|mcai650282.tif
lewis_e_m_065_029,mcai650291.tif|mcai650292.tif
lewis_e_m_065_030,mcai650301.tif|mcai650302.tif
lewis_e_m_065_031,mcai650311.tif|mcai650312.tif
lewis_e_m_065_032,mcai650321.tif|mcai650322.tif
lewis_e_m_065_033,mcai650331.tif|mcai650332.tif
lewis_e_m_065_034,mcai650341.tif|mcai650342.tif
lewis_e_m_065_035,mcai650351.tif|mcai650352.tif
lewis_e_m_065_036,mcai650361.tif|mcai650362.tif
lewis_e_m_065_037,mcai650371.tif|mcai650372.tif
lewis_e_m_065_038,mcai650381.tif|mcai650382.tif
lewis_e_m_065_039,mcai650391.tif|mcai650392.tif
lewis_e_m_065_040,mcai650401.tif|mcai650402.tif
lewis_e_m_065_041,mcai650411.tif|mcai650412.tif
lewis_e_m_065_042,mcai650421.tif|mcai650422.tif
lewis_e_m_065_043,mcai650431.tif|mcai650432.tif
lewis_e_m_065_044,mcai650441.tif|mcai650442.tif
lewis_e_m_065_045,mcai650451.tif|mcai650452.tif
lewis_e_m_065_046,mcai650461.tif|mcai650462.tif
lewis_e_m_065_047,mcai650471.tif|mcai650472.tif
lewis_e_m_065_048,mcai650481.tif|mcai650482.tif
lewis_e_m_065_049,mcai650491.tif|mcai650492.tif
lewis_e_m_065_050,mcai650501.tif|mcai650502.tif
lewis_e_m_065_051,mcai650511.tif|mcai650512.tif
lewis_e_m_065_052,mcai650521.tif|mcai650522.tif
lewis_e_m_065_053,mcai650531.tif|mcai650532.tif
lewis_e_m_065_054,mcai650541.tif|mcai650542.tif
lewis_e_m_065_055,mcai650551.tif|mcai650552.tif
lewis_e_m_065_056,mcai650561.tif|mcai650562.tif
lewis_e_m_065_057,mcai650571.tif|mcai650572.tif
lewis_e_m_065_058,mcai650581.tif|mcai650582.tif
lewis_e_m_065_059,mcai650591.tif|mcai650592.tif
lewis_e_m_065_060,mcai650601.tif|mcai650602.tif
lewis_e_m_065_061,mcai650611.tif|mcai650612.tif
lewis_e_m_065_062,mcai650621.tif|mcai650622.tif
lewis_e_m_065_063,mcai650631.tif|mcai650632.tif
lewis_e_m_065_064,mcai650641.tif|mcai650642.tif
lewis_e_m_065_065,mcai650651.tif|mcai650652.tif
lewis_e_m_065_066,mcai650661.tif|mcai650662.tif
lewis_e_m_065_067,mcai650671.tif|mcai650672.tif
lewis_e_m_065_068,mcai650681.tif|mcai650682.tif
lewis_e_m_065_069,mcai650691.tif|mcai650692.tif
lewis_e_m_065_070,mcai650701.tif|mcai650702.tif
lewis_e_m_065_071,mcai650711.tif|mcai650712.tif
lewis_e_m_065_072,mcai650721.tif|mcai650722.tif
lewis_e_m_065_073,mcai650731.tif|mcai650732.tif
lewis_e_m_065_074,mcai650741.tif|mcai650742.tif
lewis_e_m_065_075,mcai650751.tif|mcai650752.tif
lewis_e_m_065_076,mcai650761.tif|mcai650762.tif
lewis_e_m_065_077,mcai650771.tif|mcai650772.tif
lewis_e_m_065_078,mcai650781.tif|mcai650782.tif
lewis_e_m_066_001a-b,mcai660013.tif|mcai660014.tif|mcai660015.tif|mcai660016.tif
lewis_e_m_066_002-003h,mcai660021.tif|mcai660022.tif|mcai660031.tif|mcai660032.tif|mcai66021a.tif|mcai66021b.tif|mcai66021c.tif|mcai66021d.tif|mcai66021e.tif|mcai66021f.tif|mcai66021g.tif|mcai66021h.tif|mcai66021i.tif|mcai66021j.tif|mcai66022a.tif|mcai66022b.tif|mcai66022c.tif|mcai66022d.tif|mcai66022e.tif|mcai66022f.tif|mcai66022g.tif|mcai66022h.tif|mcai66022i.tif|mcai66022j.tif|mcai66031a.tif|mcai66031b.tif|mcai66031c.tif|mcai66031d.tif|mcai66031e.tif|mcai66031f.tif|mcai66031g.tif|mcai66031h.tif|mcai66032a.tif|mcai66032b.tif|mcai66032c.tif|mcai66032d.tif|mcai66032e.tif|mcai66032f.tif|mcai66032g.tif|mcai66032h.tif
lewis_e_m_066_004,mcai660041.tif|mcai660042.tif
lewis_e_m_066_005,mcai660051.tif|mcai660052.tif
lewis_e_m_066_006,mcai660061.tif|mcai660062.tif
lewis_e_m_066_007,mcai660071.tif
lewis_e_m_066_008,mcai660081.tif|mcai660082.tif
lewis_e_m_066_009,mcai660091.tif|mcai660092.tif
lewis_e_m_066_010,mcai660101.tif|mcai660102.tif
lewis_e_m_066_011,mcai660111.tif|mcai660112.tif
lewis_e_m_066_012,mcai660121.tif|mcai660122.tif
lewis_e_m_066_013-014,mcai660131.tif|mcai660132.tif|mcai660141.tif|mcai660142.tif
lewis_e_m_066_015-016,mcai660151.tif|mcai660152.tif|mcai660161.tif|mcai660162.tif
lewis_e_m_066_016a,mcai660163.tif|mcai660164.tif
lewis_e_m_066_017,mcai660171.tif|mcai660172.tif
lewis_e_m_066_018,mcai660181.tif|mcai660182.tif
lewis_e_m_066_019,mcai660191.tif|mcai660192.tif
lewis_e_m_066_020,mcai660201.tif|mcai660202.tif
lewis_e_m_066_021,mcai660211.tif
lewis_e_m_066_022,mcai660221.tif|mcai660222.tif
lewis_e_m_066_023,mcai660231.tif|mcai660232.tif
lewis_e_m_066_024-025,mcai660241.tif|mcai660242.tif|mcai660251.tif|mcai660252.tif
lewis_e_m_066_026,mcai660261.tif|mcai660262.tif
lewis_e_m_066_032,mcai66032da.tif
lewis_e_m_067_001,mcai670011.tif|mcai670012.tif
lewis_e_m_067_002,mcai670021.tif|mcai670022.tif
lewis_e_m_067_003,mcai670031.tif|mcai670032.tif
lewis_e_m_067_004,mcai670041.tif|mcai670042.tif
lewis_e_m_067_005,mcai670051.tif|mcai670052.tif
lewis_e_m_067_006,mcai670061.tif|mcai670062.tif
lewis_e_m_067_007,mcai670071.tif|mcai670072.tif
lewis_e_m_067_008,mcai670081.tif|mcai670082.tif
lewis_e_m_067_009,mcai670091.tif|mcai670092.tif
lewis_e_m_067_010,mcai670101.tif|mcai670102.tif
lewis_e_m_067_011,mcai670111.tif|mcai670112.tif
lewis_e_m_067_012,mcai670121.tif|mcai670122.tif
lewis_e_m_067_013-016,mcai670131.tif|mcai670132.tif|mcai670141.tif|mcai670142.tif|mcai670151.tif|mcai670152.tif|mcai670161.tif|mcai670162.tif
lewis_e_m_067_017,mcai670171.tif|mcai670173.tif|mcai670174.tif
lewis_e_m_067_018,mcai670181.tif|mcai670182.tif
lewis_e_m_067_019,mcai670191.tif|mcai670192.tif
lewis_e_m_067_020,mcai670201.tif|mcai670202.tif
lewis_e_m_067_021,mcai670211.tif|mcai670212.tif
lewis_e_m_067_022,mcai670221.tif|mcai670222.tif
lewis_e_m_067_023,mcai670231.tif|mcai670232.tif
lewis_e_m_067_024,mcai670241.tif|mcai670242.tif
lewis_e_m_067_025,mcai670251.tif|mcai670252.tif
lewis_e_m_067_026,mcai670261.tif|mcai670262.tif
lewis_e_m_067_027,mcai670271.tif|mcai670272.tif
lewis_e_m_068_001,mcai680011.tif|mcai680012.tif
lewis_e_m_068_002,mcai680021.tif|mcai680022.tif
lewis_e_m_068_003-006,mcai680031.tif|mcai680032.tif|mcai680041.tif|mcai680042.tif|mcai680051.tif|mcai680052.tif|mcai680061.tif|mcai680062.tif
lewis_e_m_068_007-009,mcai680073.tif|mcai680074.tif|mcai680075.tif|mcai680076.tif|mcai680077.tif|mcai680081.tif|mcai680082.tif|mcai680091.tif|mcai680092.tif
lewis_e_m_068_010-011,mcai680101.tif|mcai680102.tif|mcai680111.tif|mcai680112.tif
lewis_e_m_068_012,mcai680121.tif|mcai680122.tif
lewis_e_m_068_013,mcai680131.tif|mcai680132.tif
lewis_e_m_068_014,mcai680141.tif|mcai680142.tif
lewis_e_m_068_015,mcai680151.tif|mcai680152.tif
lewis_e_m_068_016,mcai680161.tif|mcai680162.tif
lewis_e_m_068_017-018,mcai680171.tif|mcai680172.tif|mcai680181.tif|mcai680182.tif
lewis_e_m_068_019,mcai680191.tif|mcai680192.tif
lewis_e_m_068_020,mcai680201.tif|mcai680202.tif
lewis_e_m_068_021,mcai680211.tif|mcai680212.tif
lewis_e_m_068_022,mcai680221.tif|mcai680222.tif
lewis_e_m_069_001,mcai690011.tif|mcai690012.tif
lewis_e_m_069_002-005,mcai690021.tif|mcai690022.tif|mcai690031.tif|mcai690032.tif|mcai690041.tif|mcai690042.tif|mcai690051.tif|mcai690052.tif
lewis_e_m_069_006-008,mcai690061.tif|mcai690062.tif|mcai690071.tif|mcai690072.tif|mcai690080.tif|mcai690081.tif|mcai690082.tif
lewis_e_m_069_009,mcai690091.tif|mcai690092.tif
lewis_e_m_069_010,mcai690101.tif|mcai690102.tif
lewis_e_m_069_011,mcai690111.tif|mcai690112.tif
lewis_e_m_069_012-013,mcai690121.tif|mcai690122.tif|mcai690123.tif|mcai690124.tif|mcai690131.tif|mcai690132.tif
lewis_e_m_069_014,mcai690141.tif|mcai690142.tif
lewis_e_m_069_015-017,mcai690151.tif|mcai690152.tif|mcai690161.tif|mcai690162.tif|mcai690171.tif|mcai690172.tif
lewis_e_m_069_018,mcai690181.tif|mcai690182.tif
lewis_e_m_069_019-020,mcai690191.tif|mcai690192.tif|mcai690201.tif|mcai690202.tif
lewis_e_m_069_021,mcai690211.tif|mcai690212.tif
lewis_e_m_069_022,mcai690221.tif|mcai690222.tif
lewis_e_m_070_001,mcai700011.tif|mcai700012.tif
lewis_e_m_070_002,mcai700021.tif|mcai700022.tif
lewis_e_m_070_003,mcai700031.tif|mcai700032.tif
lewis_e_m_070_004,mcai700041.tif|mcai700042.tif
lewis_e_m_070_005-008,mcai700051.tif|mcai700052.tif|mcai700061.tif|mcai700062.tif|mcai700071.tif|mcai700072.tif|mcai700081.tif|mcai700082.tif
lewis_e_m_070_009-011,mcai700091.tif|mcai700092.tif|mcai700093.tif|mcai700094.tif|mcai700101.tif|mcai700102.tif|mcai700111.tif|mcai700112.tif
lewis_e_m_070_012-016,mcai700121.tif|mcai700122.tif|mcai700131.tif|mcai700132.tif|mcai700141.tif|mcai700142.tif|mcai700151.tif|mcai700152.tif|mcai700161.tif|mcai700162.tif
lewis_e_m_071_001a-c,mcai710013.tif|mcai710015.tif|mcai710016.tif|mcai710017.tif|mcai710018.tif
lewis_e_m_071_002,mcai710021.tif|mcai710022.tif
lewis_e_m_071_003,mcai710031.tif|mcai710032.tif
lewis_e_m_071_004,mcai710041.tif|mcai710042.tif
lewis_e_m_071_005,mcai710051.tif|mcai710052.tif
lewis_e_m_071_006-007,mcai710061.tif|mcai710062.tif|mcai710071.tif|mcai710072.tif
lewis_e_m_071_008-009,mcai710081.tif|mcai710082.tif|mcai710091.tif|mcai710092.tif
lewis_e_m_071_010-013,mcai710101.tif|mcai710102.tif|mcai710111.tif|mcai710112.tif|mcai710121.tif|mcai710122.tif|mcai710131.tif|mcai710132.tif
lewis_e_m_071_014-015,mcai710141.tif|mcai710142.tif|mcai710151.tif|mcai710152.tif
lewis_e_m_072_001,mcai720011.tif|mcai720012.tif
lewis_e_m_072_002,mcai720021.tif|mcai720022.tif
lewis_e_m_072_003,mcai720031.tif|mcai720032.tif
lewis_e_m_072_004-010,mcai720041.tif|mcai720042.tif|mcai720051.tif|mcai720052.tif|mcai720061.tif|mcai720062.tif|mcai720071.tif|mcai720072.tif|mcai720081.tif|mcai720082.tif|mcai720091.tif|mcai720092.tif|mcai720101.tif|mcai720102.tif
lewis_e_m_072_011a,mcai720113.tif|mcai720114.tif
lewis_e_m_072_011b,mcai720115.tif|mcai720116.tif
lewis_e_m_072_012,mcai720121.tif|mcai720122.tif
lewis_e_m_072_013-014,mcai720131.tif|mcai720132.tif|mcai720141.tif|mcai720142.tif
lewis_e_m_072_015-016,mcai720151.tif|mcai720152.tif|mcai720161.tif|mcai720162.tif
lewis_e_m_072_017-021,mcai720171.tif|mcai720181.tif|mcai720182.tif|mcai720191.tif|mcai720192.tif|mcai720193.tif|mcai720194.tif|mcai720201.tif|mcai720202.tif|mcai720211.tif|mcai720212.tif
lewis_e_m_072_017,mcai720172.tif
lewis_e_m_072_022,mcai720221.tif|mcai720222.tif
lewis_e_m_072_023-024,mcai720231.tif|mcai720232.tif|mcai720241.tif|mcai720242.tif
lewis_e_m_073_001-004,mcai730011.tif|mcai730012.tif|mcai730021.tif|mcai730022.tif|mcai730031.tif|mcai730032.tif|mcai730041.tif|mcai730042.tif
lewis_e_m_073_005,mcai730051.tif|mcai730052.tif
lewis_e_m_073_006,mcai730061.tif|mcai730062.tif
lewis_e_m_073_007-009,mcai730071.tif|mcai730072.tif|mcai730081.tif|mcai730082.tif|mcai730091.tif|mcai730092.tif
lewis_e_m_073_010-013,mcai730101.tif|mcai730102.tif|mcai730111.tif|mcai730112.tif|mcai730121.tif|mcai730122.tif|mcai730131.tif|mcai730132.tif
lewis_e_m_073_014,mcai730141.tif|mcai730142.tif
lewis_e_m_073_015-020,mcai730151.tif|mcai730152.tif|mcai730161.tif|mcai730162.tif|mcai730171.tif|mcai730172.tif|mcai730181.tif|mcai730182.tif|mcai730191.tif|mcai730192.tif|mcai730201.tif|mcai730202.tif
lewis_e_m_074_001,mcai740011.tif|mcai740012.tif
lewis_e_m_074_002-003,mcai740021.tif|mcai740022.tif|mcai740031.tif|mcai740032.tif
lewis_e_m_074_004-007,mcai740041.tif|mcai740042.tif|mcai740051.tif|mcai740052.tif|mcai740061.tif|mcai740062.tif|mcai740071.tif|mcai740072.tif
lewis_e_m_074_007a,mcai740073.tif|mcai740074.tif
lewis_e_m_074_008,mcai740081.tif|mcai740082.tif
lewis_e_m_074_009,mcai740091.tif|mcai740092.tif
lewis_e_m_074_010,mcai740101.tif|mcai740102.tif
lewis_e_m_074_011,mcai740111.tif|mcai740112.tif
lewis_e_m_074_012-013,mcai740121.tif|mcai740122.tif|mcai740131.tif|mcai740132.tif
lewis_e_m_074_014,mcai740141.tif|mcai740142.tif
lewis_e_m_074_015,mcai740151.tif|mcai740152.tif
lewis_e_m_074_016,mcai740161.tif|mcai740162.tif
lewis_e_m_074_017,mcai740171.tif
lewis_e_m_074_018,mcai740181.tif|mcai740182.tif
lewis_e_m_074_019,mcai740191.tif|mcai740192.tif
lewis_e_m_075_001,mcai750011.tif|mcai750012.tif
lewis_e_m_075_002,mcai750021.tif|mcai750022.tif
lewis_e_m_075_003,mcai750031.tif|mcai750032.tif
lewis_e_m_075_004,mcai750041.tif|mcai750042.tif
lewis_e_m_075_005,mcai750051.tif|mcai750052.tif
lewis_e_m_075_006,mcai750061.tif|mcai750062.tif
lewis_e_m_075_007,mcai750071.tif
lewis_e_m_075_008,mcai750081.tif
lewis_e_m_075_009,mcai750091.tif|mcai750092.tif
lewis_e_m_075_010,mcai750101.tif|mcai750102.tif
lewis_e_m_075_011,mcai750111.tif|mcai750112.tif
lewis_e_m_075_012,mcai750121.tif|mcai750122.tif
lewis_e_m_075_013,mcai750131.tif|mcai750132.tif
lewis_e_m_075_014,mcai750141.tif|mcai750142.tif
lewis_e_m_075_015,mcai750151.tif|mcai750152.tif
lewis_e_m_075_016,mcai750161.tif|mcai750162.tif
lewis_e_m_075_017,mcai750171.tif|mcai750172.tif
lewis_e_m_076_001-002,mcai760011.tif|mcai760012.tif|mcai760021.tif|mcai760022.tif
lewis_e_m_076_003-004,mcai760031.tif|mcai760032.tif|mcai760041.tif|mcai760042.tif
lewis_e_m_076_005,mcai760051.tif|mcai760052.tif
lewis_e_m_076_006,mcai760061.tif|mcai760062.tif
lewis_e_m_076_007-012,mcai760071.tif|mcai760072.tif|mcai760081.tif|mcai760082.tif|mcai760091.tif|mcai760092.tif|mcai760101.tif|mcai760102.tif|mcai760111.tif|mcai760112.tif|mcai760121.tif|mcai760122.tif
lewis_e_m_076_013,mcai760131.tif|mcai760132.tif
lewis_e_m_076_014,mcai760141.tif|mcai760142.tif
lewis_e_m_076_015,mcai760151.tif|mcai760152.tif
lewis_e_m_076_016,mcai760161.tif|mcai760162.tif
lewis_e_m_076_017,mcai760171.tif|mcai760172.tif
lewis_e_m_076_018,mcai760181.tif|mcai760182.tif
lewis_e_m_076_019-021,mcai760191.tif|mcai760192.tif|mcai760201.tif|mcai760202.tif|mcai760211.tif|mcai760212.tif
lewis_e_m_076_022,mcai760221.tif|mcai760222.tif
lewis_e_m_076_023,mcai760231.tif|mcai760232.tif
lewis_e_m_076_024,mcai760241.tif|mcai760242.tif
lewis_e_m_076_025,mcai760251.tif|mcai760252.tif
lewis_e_m_076_026,mcai760261.tif|mcai760262.tif
lewis_e_m_076_027,mcai760271.tif|mcai760272.tif
lewis_e_m_076_028-029,mcai760281.tif|mcai760282.tif|mcai760283.tif|mcai760284.tif|mcai760291.tif|mcai760292.tif|mcai760293.tif|mcai760294.tif
lewis_e_m_076_029a,mcai760295.tif
lewis_e_m_076_030-035,mcai760301.tif|mcai760302.tif|mcai760311.tif|mcai760312.tif|mcai760321.tif|mcai760322.tif|mcai760331.tif|mcai760332.tif|mcai760341.tif|mcai760342.tif|mcai760351.tif|mcai760352.tif
lewis_e_m_076_036,mcai760361.tif|mcai760362.tif
lewis_e_m_076_037-038,mcai760371.tif|mcai760372.tif|mcai760381.tif|mcai760382.tif
lewis_e_m_076_039-040,mcai760391.tif|mcai760392.tif|mcai760401.tif|mcai760402.tif
lewis_e_m_076_041,mcai760411.tif|mcai760412.tif
lewis_e_m_076_042-044,mcai760421.tif|mcai760422.tif|mcai760423.tif|mcai760424.tif|mcai760431.tif|mcai760432.tif|mcai760433.tif|mcai760434.tif|mcai760441.tif|mcai760442.tif|mcai760443.tif|mcai760444.tif
lewis_e_m_076_045,mcai760451.tif|mcai760452.tif
lewis_e_m_076_046,mcai760461.tif|mcai760462.tif
lewis_e_m_076_047,mcai760471.tif|mcai760472.tif
lewis_e_m_076_048,mcai760481.tif|mcai760482.tif
lewis_e_m_076_049-054,mcai760491.tif|mcai760501.tif|mcai760511.tif|mcai760521.tif|mcai760531.tif|mcai760541.tif
lewis_e_m_076_055,mcai760551.tif|mcai760552.tif
lewis_e_m_076_056,mcai760561.tif|mcai760562.tif
lewis_e_m_076_057,mcai760571.tif
lewis_e_m_077_001,mcai770011.tif
lewis_e_m_077_002,mcai770021.tif
lewis_e_m_077_003,mcai770031.tif
lewis_e_m_077_004,mcai770041.tif
lewis_e_m_077_005,mcai770051.tif
lewis_e_m_077_006,mcai770061.tif
lewis_e_m_077_007,mcai770071.tif
lewis_e_m_077_008,mcai770081.tif
lewis_e_m_077_009,mcai770091.tif
lewis_e_m_077_010,mcai770101.tif
lewis_e_m_077_011,mcai770111.tif
lewis_e_m_077_012,mcai770121.tif
lewis_e_m_077_013,mcai770133.tif|mcai770135.tif|mcai770137.tif
lewis_e_m_077_014,mcai770143.tif|mcai770145.tif
lewis_e_m_077_015,mcai770151.tif
lewis_e_m_077_016,mcai770161.tif
lewis_e_m_077_017,mcai770171.tif
lewis_e_m_077_018,mcai770183.tif|mcai770185.tif
lewis_e_m_077_019,mcai770191.tif
lewis_e_m_077_020,mcai770201.tif
lewis_e_m_077_021,mcai770211.tif
lewis_e_m_077_022,mcai770221.tif
